qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT257ROW15$RANGE14$@CROSS TYPE: 22,MOValley,0,Medium,160,2125,17.5,2,15,14,257,PHW52 X PHZ51,5/2/23,,,,206.45
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT258ROW14$RANGE14$@CROSS TYPE: 58,MOValley,0,Medium,160,2125,17.5,2,14,14,258,PHP02 X LH82,5/2/23,,,,185.53
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT259ROW13$RANGE14$@CROSS TYPE: 31,MOValley,0,Medium,160,2125,17.5,2,13,14,259,B84 X 3IIH6,5/2/23,,,,228.23
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT260ROW12$RANGE14$@CROSS TYPE: 92,MOValley,0,Medium,160,2125,17.5,2,12,14,260,B37 X H95,5/2/23,,,,169.93
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT261ROW12$RANGE15$@CROSS TYPE: 64,MOValley,0,Medium,160,2125,17.5,2,12,15,261,2369 X LH123HT,5/2/23,,,,207.22
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT263ROW14$RANGE15$@CROSS TYPE: 3,MOValley,0,Medium,160,2125,17.5,2,14,15,263,LH185 X W606S,5/2/23,,,,196.17
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT264ROW15$RANGE15$@CROSS TYPE: 2,MOValley,0,Medium,160,2125,17.5,2,15,15,264,LH185 X LH82,5/2/23,,,,204.87
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT265ROW16$RANGE15$@CROSS TYPE: 90,MOValley,0,Medium,160,2125,17.5,2,16,15,265,B73 X 3IIH6,5/2/23,,,,210.36
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT266ROW17$RANGE15$@CROSS TYPE: 57,MOValley,0,Medium,160,2125,17.5,2,17,15,266,PHP02 X W606S,5/2/23,,,,183.8
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT267ROW18$RANGE15$@CROSS TYPE: 52,MOValley,0,Medium,160,2125,17.5,2,18,15,267,PHP02 X PHJ89,5/2/23,,,,199.21
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT268ROW19$RANGE15$@CROSS TYPE: 15,MOValley,0,Medium,160,2125,17.5,2,19,15,268,B73 X PHM49,5/2/23,,,,178.27
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT269ROW20$RANGE15$@CROSS TYPE: 50,MOValley,0,Medium,160,2125,17.5,2,20,15,269,PHK76 X LH82,5/2/23,,,,42.21
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT270ROW21$RANGE15$@CROSS TYPE: 19,MOValley,0,Medium,160,2125,17.5,2,21,15,270,LH195 X PHM49,5/2/23,,,,174.8
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT271ROW21$RANGE16$@CROSS TYPE: 94,MOValley,0,Medium,160,2125,17.5,2,21,16,271,B37 X OH43,5/2/23,,,,174.18
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT272ROW20$RANGE16$@CROSS TYPE: 37,MOValley,0,Medium,160,2125,17.5,2,20,16,272,PHP02 X PHG47,5/2/23,,,,219.85
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT273ROW19$RANGE16$@CROSS TYPE: 62,MOValley,0,Medium,160,2125,17.5,2,19,16,273,B73 X PHN82,5/2/23,,,,229.82
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT274ROW18$RANGE16$@CROSS TYPE: 59,MOValley,0,Medium,160,2125,17.5,2,18,16,274,PHP02 X PHK56,5/2/23,,,,211.8
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT275ROW17$RANGE16$@CROSS TYPE: 46,MOValley,0,Medium,160,2125,17.5,2,17,16,275,PHK76 X LH145,5/2/23,,,,176.11
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT276ROW16$RANGE16$@CROSS TYPE: 63,MOValley,0,Medium,160,2125,17.5,2,16,16,276,PHB47 X PHK56,5/2/23,,,,204.78
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT277ROW15$RANGE16$@CROSS TYPE: 93,MOValley,0,Medium,160,2125,17.5,2,15,16,277,WF9 X H95,5/2/23,,,,148.2
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT278ROW14$RANGE16$@CROSS TYPE: 16,MOValley,0,Medium,160,2125,17.5,2,14,16,278,LH145 X LH162,5/2/23,,,,144.68
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT279ROW13$RANGE16$@CROSS TYPE: 38,MOValley,0,Medium,160,2125,17.5,2,13,16,279,PHT69 X 3IIH6,5/2/23,,,,211.67
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT280ROW12$RANGE16$@CROSS TYPE: 89,MOValley,0,Medium,160,2125,17.5,2,12,16,280,2369 X PHZ51,5/2/23,,,,205.88
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT281ROW12$RANGE17$@CROSS TYPE: 49,MOValley,0,Medium,160,2125,17.5,2,12,17,281,PHK76 X W606S,5/2/23,,,,210.06
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT282ROW13$RANGE17$@CROSS TYPE: 34,MOValley,0,Medium,160,2125,17.5,2,13,17,282,N209 X 3IIH6,5/2/23,,,,251.35
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT283ROW14$RANGE17$@CROSS TYPE: 53,MOValley,0,Medium,160,2125,17.5,2,14,17,283,PHP02 X LH185,5/2/23,,,,119.95
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT284ROW15$RANGE17$@CROSS TYPE: 29,MOValley,0,Medium,160,2125,17.5,2,15,17,284,4N506 X 3IIH6,5/2/23,,,,215.29
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT285ROW16$RANGE17$@CROSS TYPE: 69,MOValley,0,Medium,160,2125,17.5,2,16,17,285,LH195 X LH123HT,5/2/23,,,,196.62
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT286ROW17$RANGE17$@CROSS TYPE: 70,MOValley,0,Medium,160,2125,17.5,2,17,17,286,LH123HT X 3IIH6,5/2/23,,,,219.58
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT287ROW18$RANGE17$@CROSS TYPE: 36,MOValley,0,Medium,160,2125,17.5,2,18,17,287,PHG39 X PHM49,5/2/23,,,,186.38
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT201ROW20$RANGE33$@ER-PAIR 11,MOValley,0,Medium,160,2125,17.5,2,20,33,401,66 X OS426,5/2/23,,,,150.2
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT202ROW21$RANGE34$@ER-PAIR 34,MOValley,0,Medium,160,2125,17.5,2,21,34,402,K201 X A344,5/2/23,,,,126.53
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT203ROW20$RANGE34$@ER-PAIR 13,MOValley,0,Medium,160,2125,17.5,2,20,34,403,K201 X OS426,5/2/23,,,,112.41
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT204ROW20$RANGE35$@ER-PAIR 32,MOValley,0,Medium,160,2125,17.5,2,20,35,404,B7 X A344,5/2/23,,,,105.24
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT205ROW21$RANGE35$@ER-PAIR 14,MOValley,0,Medium,160,2125,17.5,2,21,35,405,L 289 X I159,5/2/23,,,,71.19
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT206ROW21$RANGE36$@ER-PAIR 26,MOValley,0,Medium,160,2125,17.5,2,21,36,406,K64 X CI 3A,5/2/23,,,,163.98
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT207ROW20$RANGE36$@ER-PAIR 5,MOValley,0,Medium,160,2125,17.5,2,20,36,407,L 289 X OS426,5/2/23,,,,50.64
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT208ROW20$RANGE37$@ER-PAIR 37,MOValley,0,Medium,160,2125,17.5,2,20,37,408,K64 X B7,5/2/23,,,,119.22
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT209ROW21$RANGE37$@ER-PAIR 16,MOValley,0,Medium,160,2125,17.5,2,21,37,409,KYS X I159,5/2/23,,,,59.23
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT210ROW21$RANGE38$@ER-PAIR 12,MOValley,0,Medium,160,2125,17.5,2,21,38,410,K201 X I159,5/2/23,,,,83.93
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT211ROW20$RANGE38$@ER-PAIR 4,MOValley,0,Medium,160,2125,17.5,2,20,38,411,K64 X OS426,5/2/23,,,,103.84
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT212ROW20$RANGE39$@ER-PAIR 19,MOValley,0,Medium,160,2125,17.5,2,20,39,412,CI 3A X I159,5/2/23,,,,25.25
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT213ROW21$RANGE39$@ER-PAIR 38,MOValley,0,Medium,160,2125,17.5,2,21,39,413,66 X B7,5/2/23,,,,128.96
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT214ROW21$RANGE40$@ER-PAIR 30,MOValley,0,Medium,160,2125,17.5,2,21,40,414,66 X A344,5/2/23,,,,130.69
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT215ROW20$RANGE40$@ER-PAIR 24,MOValley,0,Medium,160,2125,17.5,2,20,40,415,'IOWA I 205' X I159,5/2/23,,,,107.58
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT216ROW19$RANGE40$@ER-PAIR 17,MOValley,0,Medium,160,2125,17.5,2,19,40,416,OS426 X CI 3A,5/2/23,,,,43.76
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT217ROW18$RANGE40$@ER-PAIR 1,MOValley,0,Medium,160,2125,17.5,2,18,40,417,C.I. 540 X OS426,5/2/23,,,,97.5
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT218ROW17$RANGE40$@ER-PAIR 6,MOValley,0,Medium,160,2125,17.5,2,17,40,418,A344 X OS426,5/2/23,,,,87.53
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT219ROW16$RANGE40$@ER-PAIR 3,MOValley,0,Medium,160,2125,17.5,2,16,40,419,K64 X I159,5/2/23,,,,106.07
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT220ROW15$RANGE40$@ER-PAIR 7,MOValley,0,Medium,160,2125,17.5,2,15,40,420,C.I. 540 X I159,5/2/23,,,,92.79
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT221ROW14$RANGE40$@ER-PAIR 27,MOValley,0,Medium,160,2125,17.5,2,14,40,421,K64 X K201,5/2/23,,,,88.15
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT222ROW13$RANGE40$@ER-PAIR 22,MOValley,0,Medium,160,2125,17.5,2,13,40,422,OS426 X 'IOWA I 205',5/2/23,,,,131.61
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT223ROW13$RANGE41$@ER-PAIR 29,MOValley,0,Medium,160,2125,17.5,2,13,41,423,K64 X 66,5/2/23,,,,102.99
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT224ROW14$RANGE41$@ER-PAIR 20,MOValley,0,Medium,160,2125,17.5,2,14,41,424,66 X I159,5/2/23,,,,130.97
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT225ROW15$RANGE41$@ER-PAIR 9,MOValley,0,Medium,160,2125,17.5,2,15,41,425,KYS X OS426,5/2/23,,,,62.48
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT226ROW16$RANGE41$@ER-PAIR 28,MOValley,0,Medium,160,2125,17.5,2,16,41,426,K64 X KYS,5/2/23,,,,64.05
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT227ROW17$RANGE41$@ER-PAIR 25,MOValley,0,Medium,160,2125,17.5,2,17,41,427,K64 X A344,5/2/23,,,,124.27
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT228ROW18$RANGE41$@ER-PAIR 40,MOValley,0,Medium,160,2125,17.5,2,18,41,428,OS426 X I159,5/2/23,,,,109.54
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT229ROW19$RANGE41$@ER-PAIR 39,MOValley,0,Medium,160,2125,17.5,2,19,41,429,66 X K201,5/2/23,,,,112.05
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT230ROW20$RANGE41$@ER-PAIR 21,MOValley,0,Medium,160,2125,17.5,2,20,41,430,B7 X OS426,5/2/23,,,,120.65
MOValley$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT231ROW21$RANGE41$@ER-PAIR 31,MOValley,0,Medium,160,2125,17.5,2,21,41,431,66 X CI 3A,5/2/23,,,,109.26
